spectrum (nm),reflectance
706.49,0.343871294
706.82,0.348796569
707.16,0.353374822
707.5,0.356737595
707.83,0.359692776
708.17,0.365621736
708.5,0.367481342
708.84,0.373115608
709.17,0.376096328
709.51,0.378941734
709.84,0.38362752
710.18,0.38647893
710.52,0.391458516
710.85,0.395389009
711.19,0.398022244
711.52,0.401908968
711.86,0.404137558
712.19,0.407258399
712.53,0.410388711
712.86,0.414141837
713.2,0.417695727
713.53,0.419408633
713.87,0.423134829
714.2,0.426213271
714.54,0.428693107
714.87,0.431684467
715.21,0.434492404
715.54,0.43711107
715.88,0.439609896
716.21,0.442937716
716.54,0.447468348
716.88,0.451673714
717.21,0.453873693
717.55,0.458050805
717.88,0.460368839
718.22,0.464093354
718.55,0.466798227
718.88,0.470297005
719.22,0.474008116
719.55,0.477383436
719.89,0.479075944
720.22,0.479106692
720.56,0.478557991
720.89,0.480633315
721.22,0.484220628
721.56,0.487338091
721.89,0.48855581
722.22,0.489844382
722.56,0.490689951
722.89,0.495422928
723.23,0.496241127
723.56,0.499090308
723.89,0.500566097
724.23,0.503824791
724.56,0.509406205
724.89,0.510931001
725.23,0.51308124
725.56,0.514354569
725.89,0.517074902
726.23,0.517714663
726.56,0.519911752
726.89,0.521263722
727.23,0.524289935
727.56,0.526872347
727.89,0.529614248
728.23,0.531104135
728.56,0.535917655
728.89,0.53393812
729.22,0.538625787
729.56,0.53969559
729.89,0.541861406
730.22,0.544243915
730.55,0.545183443
730.89,0.547949227
731.22,0.55060114
731.55,0.551380684
731.89,0.554268494
732.22,0.553195472
732.55,0.556694567
732.88,0.557420428
733.21,0.558711878
733.55,0.558489147
733.88,0.563451937
734.21,0.563047636
734.54,0.565438719
734.88,0.568123848
735.21,0.569113861
735.54,0.572538104
735.87,0.573498426
736.2,0.574767976
736.54,0.57517011
736.87,0.579422508
737.2,0.580857227
737.53,0.582792035
737.86,0.586255488
738.19,0.585145085
738.53,0.586058088
738.86,0.591287481
739.19,0.590374907
739.52,0.593761868
739.85,0.593667672
740.18,0.598637002
740.51,0.599898258
740.85,0.600119566
741.18,0.60229613
741.51,0.602792376
741.84,0.605997466
742.17,0.604093482
742.5,0.606084287
742.83,0.609022934
743.16,0.611949085
743.49,0.611467828
743.82,0.613551265
744.16,0.614788302
744.49,0.61825345
744.82,0.61712098
745.15,0.621165394
745.48,0.620179566
745.81,0.622200191
746.14,0.623328714
746.47,0.622696261
746.8,0.624796802
747.13,0.629700162
747.46,0.626677024
747.79,0.630273703
748.12,0.630838164
748.45,0.631759287
748.78,0.633277361
749.11,0.632096226
749.44,0.635153981
749.77,0.636259986
750.1,0.63821047
750.43,0.638764142
750.76,0.63992834
751.09,0.64324313
751.42,0.644511002
751.75,0.641497514
752.08,0.646887636
752.41,0.646075846
752.74,0.647611856
753.07,0.646329763
753.4,0.648722338
753.73,0.649395181
754.06,0.648543451
754.39,0.650355825
754.72,0.652414443
755.05,0.653167023
755.38,0.654573443
755.71,0.656215716
756.03,0.653666745
756.36,0.655918996
756.69,0.658216073
757.02,0.656102133
757.35,0.658702361
757.68,0.660856798
758.01,0.658877442
758.34,0.660551314
758.67,0.66370086
758.99,0.664898864
759.32,0.664902454
759.65,0.669930703
759.98,0.67257058
760.31,0.675595529
760.64,0.676464149
760.97,0.670260911
761.29,0.670215807
761.62,0.672792337
761.95,0.670846111
762.28,0.66825291
762.61,0.672493108
762.94,0.675170663
763.26,0.669875677
763.59,0.669955724
763.92,0.673224463
764.25,0.673182417
764.58,0.672848012
764.9,0.672507931
765.23,0.675165018
765.56,0.673026587
765.89,0.676259798
766.22,0.67730702
766.54,0.67715596
766.87,0.675732841
767.2,0.676052199
767.53,0.676774233
767.85,0.676132688
768.18,0.675096179
768.51,0.677013366
768.84,0.679888461
769.16,0.680352756
769.49,0.681286576
769.82,0.677414946
770.15,0.680478363
770.47,0.68329904
770.8,0.680197419
771.13,0.68234494
771.45,0.683694843
771.78,0.680763005
772.11,0.685950434
772.43,0.68386026
772.76,0.682999303
773.09,0.682288322
773.41,0.686947261
773.74,0.684251591
774.07,0.684668032
774.39,0.68768778
774.72,0.685023794
775.05,0.687703488
775.37,0.687561268
775.7,0.68646057
776.03,0.687029089
776.35,0.686712633
776.68,0.689686902
777.01,0.690431246
777.33,0.689497905
777.66,0.690128739
777.98,0.689521566
778.31,0.692030566
778.64,0.692900815
778.96,0.692220837
779.29,0.691569469
779.61,0.691178822
779.94,0.691256512
780.27,0.691077753
780.59,0.693907791
780.92,0.695339455
781.24,0.693536078
781.57,0.692557898
781.89,0.693686919
782.22,0.692881311
782.54,0.691956627
782.87,0.695184044
783.19,0.696552122
783.52,0.69284442
783.85,0.696396503
784.17,0.697155666
784.5,0.694759857
784.82,0.694529285
785.15,0.69549197
785.47,0.696340833
785.8,0.692074578
786.12,0.695227988
786.45,0.698486635
786.77,0.696929182
787.1,0.698276003
787.42,0.695669791
787.74,0.697912562
788.07,0.701266685
788.39,0.700366657
788.72,0.699459795
789.04,0.700249332
789.37,0.695271565
789.69,0.699373179
790.02,0.699110341
790.34,0.697560359
790.66,0.696287686
790.99,0.69929005
791.31,0.700004621
791.64,0.700865204
791.96,0.700185058
792.29,0.69863835
792.61,0.699584306
792.93,0.699003726
793.26,0.701983945
793.58,0.703246542
793.9,0.703659014
794.23,0.698970396
794.55,0.700568225
794.88,0.702587369
795.2,0.702180259
795.52,0.701040624
795.85,0.699639462
796.17,0.700160993
796.49,0.705254284
796.82,0.702513642
797.14,0.70177933
797.46,0.703680647
797.79,0.699977401
798.11,0.705681599
798.43,0.707011944
798.76,0.70418109
799.08,0.702807112
799.4,0.70326181
799.73,0.705393269
800.05,0.704411579
800.37,0.704154859
800.69,0.706740029
801.02,0.704860748
801.34,0.706825015
801.66,0.704730106
801.98,0.703484796
802.31,0.705614231
802.63,0.700591634
802.95,0.704337853
803.27,0.708543124
803.6,0.702817613
803.92,0.707469267
804.24,0.707210848
804.56,0.70542736
804.89,0.710455992
805.21,0.704336565
805.53,0.704722025
805.85,0.707764797
806.17,0.704157531
806.5,0.70937749
806.82,0.706257543
807.14,0.705589
807.46,0.712407071
807.78,0.707684747
808.11,0.707068989
808.43,0.705736266
808.75,0.703841535
809.07,0.710433519
809.39,0.711663961
809.71,0.706924173
810.03,0.710780239
810.36,0.709709431
810.68,0.708387647
811,0.701895144
811.32,0.705882319
811.64,0.707459759
811.96,0.710879736
812.28,0.708263392
812.6,0.706198015
812.93,0.706290462
813.25,0.706977811
813.57,0.708459242
813.89,0.701291812
814.21,0.70632454
814.53,0.703566224
814.85,0.702792733
815.17,0.703294286
815.49,0.705218292
815.81,0.701141752
816.13,0.701463093
816.45,0.708037132
816.77,0.702991565
817.09,0.709350981
817.41,0.707579832
817.73,0.701630384
818.06,0.709949756
818.38,0.702247306
818.7,0.703163183
819.02,0.702285582
819.34,0.704846455
819.66,0.70694479
819.98,0.707315993
820.3,0.70888423
820.62,0.715377789
820.94,0.708708424
821.26,0.710188323
821.57,0.711006895
821.89,0.706676802
822.21,0.701911767
822.53,0.705075021
822.85,0.703659222
823.17,0.705882208
823.49,0.705952972
823.81,0.70822018
824.13,0.704359014
824.45,0.712452491
824.77,0.706600516
825.09,0.707709413
825.41,0.708530619
825.73,0.704257702
826.05,0.715571362
826.36,0.714329032
826.68,0.708602193
827,0.705634065
827.32,0.708169404
827.64,0.705881697
827.96,0.708734183
828.28,0.711767921
828.6,0.705132389
828.92,0.71410744
829.23,0.710465809
829.55,0.708160003
829.87,0.705992895
830.19,0.707306301
830.51,0.711575693
830.83,0.705546207
831.14,0.70836589
831.46,0.705710189
831.78,0.705308874
832.1,0.709552634
832.42,0.706726927
832.74,0.703199486
833.05,0.707364169
833.37,0.705845448
833.69,0.705524424
834.01,0.707737504
834.32,0.70643361
834.64,0.71011963
834.96,0.710584806
835.28,0.710835368
835.6,0.709184832
835.91,0.712719186
836.23,0.717565569
836.55,0.707122083
836.87,0.708102004
837.18,0.708414469
837.5,0.710005419
837.82,0.713282601
838.13,0.71223624
838.45,0.711536549
838.77,0.711604076
839.09,0.710780542
839.4,0.710395248
839.72,0.71095998
840.04,0.713125558
840.35,0.714071066
840.67,0.714885291
840.99,0.717781282
841.3,0.708423005
841.62,0.714213615
841.94,0.716970211
842.25,0.712628834
842.57,0.711491042
842.89,0.710759072
843.2,0.710598685
843.52,0.708224955
843.84,0.712377416
844.15,0.707203511
844.47,0.711163086
844.79,0.709359596
845.1,0.709304977
845.42,0.711018842
845.73,0.711514795
846.05,0.715510357
846.37,0.711421656
846.68,0.711130225
847,0.713778966
847.31,0.712319256
847.63,0.715479813
847.94,0.716314194
848.26,0.713318369
848.58,0.714728515
848.89,0.715810308
849.21,0.716871663
849.52,0.714785886
849.84,0.711199391
850.15,0.712261191
850.47,0.719406785
850.78,0.711512981
851.1,0.71339007
851.41,0.711768435
851.73,0.715599751
852.04,0.716185869
852.36,0.713542316
852.67,0.712291893
852.99,0.719421432
853.3,0.713498721
853.62,0.709301223
853.93,0.71188212
854.25,0.717603728
854.56,0.717479818
854.88,0.716280904
855.19,0.710769678
855.51,0.713271389
855.82,0.715492851
856.14,0.719218137
856.45,0.712275378
856.77,0.715529275
857.08,0.717501785
857.39,0.716888948
857.71,0.7082647
858.02,0.713279567
858.34,0.713541762
858.65,0.714584777
858.96,0.716999805
859.28,0.718568946
859.59,0.710611069
859.91,0.715111301
860.22,0.704534779
860.53,0.71095124
860.85,0.711158141
861.16,0.711994719
861.47,0.713502167
861.79,0.713027516
862.1,0.71929877
862.42,0.71209841
862.73,0.716788735
863.04,0.718670837
863.36,0.712506155
863.67,0.708547477
863.98,0.717095933
864.3,0.717958208
864.61,0.713770732
864.92,0.715578534
865.23,0.713238959
865.55,0.710809152
865.86,0.71805759
866.17,0.712403628
866.49,0.710832362
866.8,0.704733205
867.11,0.707685592
867.42,0.716326656
867.74,0.71502237
868.05,0.712725941
868.36,0.711532928
868.67,0.714247479
868.99,0.712846707
869.3,0.718813536
869.61,0.715295891
869.92,0.714102199
870.24,0.718924639
870.55,0.717604824
870.86,0.716903284
871.17,0.716367045
871.49,0.70900425
871.8,0.713868994
872.11,0.71601273
872.42,0.718089002
872.73,0.710820141
873.04,0.711609696
873.36,0.713147068
873.67,0.707700853
873.98,0.715701736
874.29,0.720184141
874.6,0.712467534
874.91,0.71969134
875.23,0.709887728
875.54,0.710743422
875.85,0.715668024
876.16,0.712475838
876.47,0.713185876
876.78,0.710268545
877.09,0.71369274
877.4,0.712606741
877.72,0.716663555
878.03,0.709131602
878.34,0.712707998
878.65,0.706600296
878.96,0.715966055
879.27,0.709399281
879.58,0.712230666
879.89,0.721031049
880.2,0.706241801
880.51,0.716782302
880.82,0.711048413
881.13,0.716954403
881.45,0.717070803
881.76,0.716298488
882.07,0.710422503
882.38,0.705298405
882.69,0.710831009
883,0.712274507
883.31,0.716433518
883.62,0.708633215
883.93,0.716251332
884.24,0.705706936
884.55,0.714449941
884.86,0.716424429
885.17,0.716231259
885.48,0.711868582
885.79,0.711063106
886.1,0.716736207
886.41,0.708185074
886.72,0.709992971
887.03,0.714204722
887.33,0.706981801
887.64,0.70608468
887.95,0.708155089
888.26,0.713867619
888.57,0.708397161
888.88,0.70866031
889.19,0.718517847
889.5,0.71537452
889.81,0.719466691
890.12,0.722208418
890.43,0.717099662
890.74,0.715609792
891.05,0.716098844
891.35,0.711699523
891.66,0.703767129
891.97,0.709789363
892.28,0.710259413
892.59,0.704518292
892.9,0.706479216
893.21,0.713092891
893.51,0.694921725
893.82,0.707546424
894.13,0.699778739
894.44,0.708514956
894.75,0.705809242
895.06,0.699365667
895.36,0.697878004
895.67,0.708475928
895.98,0.697552642
896.29,0.710706637
896.6,0.698469771
896.91,0.698204618
897.21,0.695741718
897.52,0.704362902
897.83,0.68573804
898.14,0.714438118
898.44,0.699233848
898.75,0.683100223
899.06,0.696282166
899.37,0.683303711
899.68,0.69601492
899.98,0.696001891
900.29,0.692712886
900.6,0.668305268
900.9,0.674960392
901.21,0.692810501
901.52,0.701725382
901.83,0.678002131
902.13,0.682133974
902.44,0.678712366
902.75,0.694818096
903.05,0.693513027
903.36,0.692220407
903.67,0.697053064
903.98,0.699793859
904.28,0.694153328
904.59,0.696206394
904.9,0.697086999
905.2,0.694637032
905.51,0.692775337
905.82,0.692354967
906.12,0.692697302
906.43,0.68823645
906.73,0.691691839
907.04,0.682663196
907.35,0.699702006
907.65,0.677014316
907.96,0.692235174
908.27,0.688376693
908.57,0.692105808
908.88,0.690306115
909.18,0.678508739
909.49,0.691461561
909.8,0.675635366
910.1,0.671857328
910.41,0.69323668
910.71,0.6861167
911.02,0.69605392
911.32,0.678921405
911.63,0.68858321
911.94,0.680874277
912.24,0.688049897
912.55,0.69820214
912.85,0.675293038
913.16,0.665794087
913.46,0.68256918
913.77,0.670656338
914.07,0.681377526
914.38,0.684319737
914.68,0.69129346
914.99,0.693173857
915.29,0.681101783
915.6,0.678604512
915.9,0.668127592
916.21,0.677611334
916.51,0.646485079
916.82,0.663394355
917.12,0.67252739
917.43,0.657363348
917.73,0.663573294
918.03,0.677099713
918.34,0.681109296
918.64,0.670554736
918.95,0.681300292
919.25,0.69096037
919.56,0.685287079
919.86,0.696416135
920.16,0.667633513
920.47,0.683882216
920.77,0.688015568
921.08,0.673605335
921.38,0.675783733
921.68,0.673293849
921.99,0.665544239
922.29,0.684618388
922.6,0.689207982
922.9,0.689591106
923.2,0.693604047
923.51,0.676734934
923.81,0.677199096
924.11,0.670409533
924.42,0.690469244
924.72,0.666243081
925.02,0.652066114
925.33,0.66151901
925.63,0.680789297
925.93,0.698478761
926.24,0.666534546
926.54,0.660671164
926.84,0.675354643
927.15,0.667376819
927.45,0.642438032
927.75,0.64882336
928.05,0.650924655
928.36,0.644815998
928.66,0.649823978
928.96,0.64578399
929.27,0.598472187
929.57,0.614325805
929.87,0.594589397
930.17,0.624611145
930.48,0.605251051
930.78,0.56169161
931.08,0.529294362
931.38,0.470016152
931.68,0.396311074
931.99,0.450405016
932.29,0.343790516
932.59,0.413556485
932.89,0.169291598
933.19,0.271851449
933.5,-0.299061292
933.8,-0.031896987
934.1,-1.115615432
934.4,-0.670861358
934.7,-0.085923702
935.01,-0.184254513
935.31,0.107778056
935.61,-0.484510361
935.91,-0.270218839
936.21,-0.197808671
936.51,-0.83131068
936.81,-0.019587321
937.12,-0.560360963
937.42,-2.111840378
937.72,-1.09485804
938.02,-0.065534153
938.32,0.139919249
938.62,0.317206617
938.92,0.404296902
939.22,0.461508848
939.52,0.419510104
939.82,0.484931152
940.13,0.455235523
940.43,0.465514126
940.73,0.445758346
941.03,0.40419307
941.33,0.419261637
941.63,0.416202909
941.93,0.448233406
942.23,0.419484452
942.53,0.33269447
942.83,0.271774736
943.13,0.303494046
943.43,0.362375915
943.73,0.366070174
944.03,0.212128109
944.33,0.27708856
944.63,0.235874622
944.93,0.385465793
945.23,0.384401723
945.53,0.236342844
945.83,0.071156351
946.13,0.089108047
946.43,0.370277853
946.73,0.042801241
947.03,0.175535425
947.33,0.343941173
947.63,0.179493742
947.93,0.323088037
948.23,0.190271172
948.53,0.311786995
948.83,0.393771996
949.12,0.27208539
949.42,0.315329055
949.72,0.213074429
950.02,0.158432908
950.32,0.179168156
950.62,0.350313858
950.92,0.391440665
951.22,0.298579563
951.52,0.27916462
951.82,0.079096357
952.11,0.177537586
952.41,-0.142435103
952.71,0.066878295
953.01,0.23463615
953.31,0.285153804
953.61,0.205510469
953.91,0.293811178
954.2,0.247874462
954.5,0.080285061
954.8,0.288585702
955.1,0.265579086
955.4,0.219068963
955.69,0.270695617
955.99,0.343775005
956.29,0.224980488
956.59,0.234102434
956.89,0.242493566
957.18,0.37663225
957.48,0.348240324
957.78,0.414902785
958.08,0.357475035
958.37,0.256142486
958.67,0.143883445
958.97,0.238573208
959.27,0.221811706
959.56,0.187740888
959.86,0.304264862
960.16,0.198332146
960.46,0.282005651
960.75,0.33536409
961.05,0.36621978
961.35,0.425343811
961.65,0.290711309
961.94,0.261407607
962.24,0.256224865
962.54,0.253048684
962.83,0.347441997
963.13,0.427964184
963.43,0.312760021
963.72,0.318203128
964.02,0.339355527
964.32,0.327590289
964.61,0.333549274
964.91,0.366901693
965.21,0.337759227
965.5,0.374414592
965.8,0.387978786
966.09,0.325619912
966.39,0.327064828
966.69,0.249494001
966.98,0.348922622
967.28,0.443302603
967.57,0.448901407
967.87,0.492365303
968.17,0.476991463
968.46,0.540027665
968.76,0.419966031
969.05,0.47284042
969.35,0.451880309
969.65,0.465164991
969.94,0.430292354
970.24,0.532589102
970.53,0.479280405
970.83,0.525314487
971.12,0.456540146
971.42,0.437846334
971.71,0.463444148
972.01,0.481311781
972.3,0.470438324
972.6,0.46740867
972.89,0.474274147
973.19,0.40204134
973.48,0.541036242
973.78,0.42081344
974.07,0.425399996
974.37,0.39853613
974.66,0.429108513
974.96,0.445150322
975.25,0.395829832
975.55,0.383213627
975.84,0.443216093
976.14,0.447722853
976.43,0.417582557
976.72,0.401820233
977.02,0.38577952
977.31,0.430269398
977.61,0.405063814
977.9,0.501600864
978.2,0.474149858
978.49,0.43564327
978.78,0.453329459
979.08,0.440066491
979.37,0.450014264
979.67,0.362056962
979.96,0.394459469
980.25,0.502233857
980.55,0.437769897
980.84,0.433573468
981.13,0.410794974
981.43,0.430950221
981.72,0.386369553
982.01,0.46089089
982.31,0.453949413
982.6,0.471633801
982.89,0.434203855
983.19,0.499235446
983.48,0.458077689
983.77,0.441227901
984.07,0.443481443
984.36,0.459217584
984.65,0.483548309
984.95,0.467977744
985.24,0.501854532
985.53,0.44203979
985.82,0.465738287
986.12,0.422966255
986.41,0.451949171
986.7,0.43387021
986.99,0.436836772
987.29,0.519004036
987.58,0.476745292
987.87,0.490751724
988.16,0.44382424
988.46,0.426190394
988.75,0.461424416
989.04,0.495598243
989.33,0.459256882
989.62,0.506880557
989.92,0.440812323
990.21,0.495066236
990.5,0.492837391
990.79,0.471363791
991.08,0.522777154
991.38,0.467351706
991.67,0.447831926
991.96,0.406090144
992.25,0.439112953
992.54,0.410201052
992.83,0.468871075
993.12,0.487762815
993.42,0.531088736
993.71,0.386401212
994,0.488663184
994.29,0.413136656
994.58,0.45159949
994.87,0.39979508
995.16,0.347284022
995.45,0.43463867
995.74,0.449716893
996.04,0.421437174
996.33,0.428186789
996.62,0.463890171
996.91,0.526317746
997.2,0.576397483
997.49,0.469500609
997.78,0.440913365
998.07,0.477836134
998.36,0.402754814
998.65,0.480545223
998.94,0.466760049
999.23,0.394848085
999.52,0.362436316
999.81,0.455913301
1000.1,0.342226796
1000.39,0.381533836
1000.68,0.44453787
1000.97,0.387397595
1001.26,0.414652246
1001.55,0.343491141
1001.84,0.44316103
1002.13,0.437126175
1002.42,0.457131753
1002.71,0.475944729
1003,0.44714536
1003.29,0.438909396
1003.58,0.438724359
1003.87,0.429141113
1004.16,0.370565518
1004.45,0.426488749
1004.74,0.384529424
1005.03,0.408887156
1005.31,0.316662136
1005.6,0.356588446
1005.89,0.341118744
1006.18,0.346690083
1006.47,0.479158258
1006.76,0.396910134
1007.05,0.306689787
1007.34,0.352579583
1007.63,0.397818182
1007.91,0.492509882
1008.2,0.389896526
1008.49,0.36103839
1008.78,0.314499634
1009.07,0.238308763
1009.36,0.186581401
1009.65,0.318142963
1009.93,0.252003505
1010.22,0.348035405
1010.51,0.297543129
1010.8,0.187498631
1011.09,0.290334373
1011.37,0.23947794
1011.66,0.29956924
1011.95,0.225748038
1012.24,0.304303951
1012.53,0.362245495
1012.81,0.26654617
1013.1,0.228423617
1013.39,0.292107464
1013.68,0.235215503
1013.96,0.325422114
1014.25,0.281332215
1014.54,0.206723397
1014.83,0.402874859
1015.11,0.183831882
1015.4,0.311725231
1015.69,0.244323557
1015.98,0.250517827
1016.26,0.190301003
1016.55,0.116009809
1016.84,0.164223448
1017.12,0.453727916
1017.41,0.077239273
1017.7,0.152902609
1017.98,-0.027493221
1018.27,0.386166763
1018.56,0.179591231
1018.84,0.161632152
1019.13,0.184470247
1019.42,-0.008646038
1019.7,0.05984165
1019.99,-0.023469421
1020.28,0.076100752
1020.56,0.063673528
1020.85,0.097560124
1021.13,0.184695244
1021.42,-0.053728595
1021.71,0.129212807
1021.99,-0.418846292
1022.28,-0.092743873
1022.56,-0.089616681
1022.85,0.169849192
1023.14,-0.18989535
1023.42,-0.146486987
1023.71,0.001459298
1023.99,-0.165844688
1024.28,-0.082740659
