spectra (nm),avg. montiporadigitata
706.15,0.462131721
706.49,0.467048362
706.82,0.471446156
707.16,0.477209382
707.5,0.482901289
707.83,0.489131475
708.17,0.49316456
708.5,0.497674803
708.84,0.501318871
709.17,0.505809978
709.51,0.510657075
709.84,0.515096889
710.18,0.519095762
710.52,0.521324439
710.85,0.527888784
711.19,0.530646228
711.52,0.535048854
711.86,0.539161387
712.19,0.542086192
712.53,0.544694782
712.86,0.548545741
713.2,0.551328175
713.53,0.554345384
713.87,0.557991051
714.2,0.560763557
714.54,0.564213642
714.87,0.565090433
715.21,0.566671166
715.54,0.570953862
715.88,0.57664834
716.21,0.576906435
716.54,0.582362874
716.88,0.583330175
717.21,0.588918643
717.55,0.590999859
717.88,0.593543527
718.22,0.599370371
718.55,0.602372365
718.88,0.604879779
719.22,0.608314049
719.55,0.607602016
719.89,0.612895998
720.22,0.610749201
720.56,0.613096287
720.89,0.613863809
721.22,0.615648169
721.56,0.614818154
721.89,0.618224394
722.22,0.620944045
722.56,0.622264134
722.89,0.623730793
723.23,0.627808162
723.56,0.629058989
723.89,0.632999638
724.23,0.636376763
724.56,0.636756551
724.89,0.637655538
725.23,0.640175197
725.56,0.638978925
725.89,0.645442042
726.23,0.649033088
726.56,0.649544566
726.89,0.6504572
727.23,0.652950731
727.56,0.654672608
727.89,0.656559059
728.23,0.659347597
728.56,0.660741157
728.89,0.661979073
729.22,0.662354458
729.56,0.663922654
729.89,0.665943319
730.22,0.665747868
730.55,0.672375246
730.89,0.669925012
731.22,0.671238138
731.55,0.672773277
731.89,0.675933444
732.22,0.677325513
732.55,0.677420721
732.88,0.679194747
733.21,0.680732984
733.55,0.682635229
733.88,0.680779892
734.21,0.684042117
734.54,0.686211259
734.88,0.686523705
735.21,0.687238226
735.54,0.688185966
735.87,0.691436095
736.2,0.693546165
736.54,0.693651979
736.87,0.695727155
737.2,0.698754796
737.53,0.6989131
737.86,0.697775669
738.19,0.702696363
738.53,0.702996744
738.86,0.702776858
739.19,0.704242613
739.52,0.705516073
739.85,0.708744965
740.18,0.706789406
740.51,0.711849896
740.85,0.711317778
741.18,0.712199758
741.51,0.712762546
741.84,0.714279556
742.17,0.715821253
742.5,0.716323533
742.83,0.71690126
743.16,0.717496014
743.49,0.718438877
743.82,0.719752111
744.16,0.720412957
744.49,0.721693654
744.82,0.723640161
745.15,0.724777116
745.48,0.725254833
745.81,0.724979444
746.14,0.724666719
746.47,0.728975467
746.8,0.727178996
747.13,0.727676092
747.46,0.726319795
747.79,0.730199285
748.12,0.7325325
748.45,0.730463652
748.78,0.732799746
749.11,0.732537849
749.44,0.73003754
749.77,0.731850901
750.1,0.733357274
750.43,0.733630912
750.76,0.734932814
751.09,0.733451085
751.42,0.734975959
751.75,0.736514025
752.08,0.740380846
752.41,0.737515396
752.74,0.739959567
753.07,0.739680347
753.4,0.74097583
753.73,0.739960296
754.06,0.739679281
754.39,0.741812532
754.72,0.74106261
755.05,0.742001048
755.38,0.740319379
755.71,0.737934398
756.03,0.743959571
756.36,0.742814424
756.69,0.743792897
757.02,0.741428867
757.35,0.741447294
757.68,0.742962462
758.01,0.745135597
758.34,0.744968057
758.67,0.745612898
758.99,0.745718857
759.32,0.746854106
759.65,0.749502645
759.98,0.758023246
760.31,0.756873293
760.64,0.755671998
760.97,0.75608995
761.29,0.75502079
761.62,0.749399927
761.95,0.745362116
762.28,0.747749395
762.61,0.746393679
762.94,0.749605406
763.26,0.740630392
763.59,0.749329014
763.92,0.745751798
764.25,0.744107485
764.58,0.751314766
764.9,0.743543035
765.23,0.745272256
765.56,0.74457723
765.89,0.751291678
766.22,0.750278433
766.54,0.747533835
766.87,0.744928895
767.2,0.749401751
767.53,0.748859274
767.85,0.750918529
768.18,0.750027586
768.51,0.748104606
768.84,0.752139933
769.16,0.749316599
769.49,0.75342305
769.82,0.755413871
770.15,0.75309397
770.47,0.752377618
770.8,0.757767473
771.13,0.754619656
771.45,0.755001907
771.78,0.756918773
772.11,0.752110986
772.43,0.754740953
772.76,0.75510987
773.09,0.754371087
773.41,0.754468022
773.74,0.755548127
774.07,0.752872352
774.39,0.753296445
774.72,0.755823167
775.05,0.757754868
775.37,0.755504014
775.7,0.7543189
776.03,0.752571059
776.35,0.757468797
776.68,0.755779498
777.01,0.757556968
777.33,0.754916169
777.66,0.754382803
777.98,0.758660427
778.31,0.755371751
778.64,0.75791813
778.96,0.755044596
779.29,0.7556297
779.61,0.755664026
779.94,0.755002828
780.27,0.757739902
780.59,0.757777658
780.92,0.754611088
781.24,0.757674352
781.57,0.754002366
781.89,0.758694394
782.22,0.757907107
782.54,0.756267365
782.87,0.758754872
783.19,0.75668688
783.52,0.752961464
783.85,0.755925506
784.17,0.753988437
784.5,0.756319506
784.82,0.754561101
785.15,0.758862278
785.47,0.7559598
785.8,0.75853327
786.12,0.755256691
786.45,0.753484499
786.77,0.755854312
787.1,0.758423962
787.42,0.753068188
787.74,0.754767972
788.07,0.75548372
788.39,0.752786513
788.72,0.7559283
789.04,0.755242714
789.37,0.747886117
789.69,0.752961102
790.02,0.75527037
790.34,0.755439647
790.66,0.754913657
790.99,0.756150052
791.31,0.749941624
791.64,0.752392205
791.96,0.754752494
792.29,0.756786594
792.61,0.748569603
792.93,0.751145341
793.26,0.751720522
793.58,0.755961429
793.9,0.750246215
794.23,0.751773643
794.55,0.745604708
794.88,0.75092884
795.2,0.751475717
795.52,0.750919089
795.85,0.750834156
796.17,0.751738363
796.49,0.749387168
796.82,0.750883816
797.14,0.748806181
797.46,0.751115181
797.79,0.754256746
798.11,0.747471159
798.43,0.745447012
798.76,0.742815967
799.08,0.748728645
799.4,0.746100691
799.73,0.744991647
800.05,0.743415131
800.37,0.746321646
800.69,0.744735702
801.02,0.742414367
801.34,0.744102306
801.66,0.741701452
801.98,0.743166407
802.31,0.743764478
802.63,0.742310682
802.95,0.744171666
803.27,0.741555095
803.6,0.745830401
803.92,0.746071641
804.24,0.741531845
804.56,0.744847559
804.89,0.74022923
805.21,0.743787906
805.53,0.744123981
805.85,0.74635175
806.17,0.745180806
806.5,0.745016589
806.82,0.745714523
807.14,0.743641028
807.46,0.747998709
807.78,0.745340468
808.11,0.74420138
808.43,0.740871129
808.75,0.746811148
809.07,0.742532965
809.39,0.745532356
809.71,0.745689429
810.03,0.744039089
810.36,0.741296669
810.68,0.740192007
811,0.740220618
811.32,0.743780221
811.64,0.741085315
811.96,0.748870986
812.28,0.742867912
812.6,0.743638386
812.93,0.740749433
813.25,0.739812254
813.57,0.741227293
813.89,0.743081262
814.21,0.738040885
814.53,0.736174313
814.85,0.741172599
815.17,0.740771476
815.49,0.738195353
815.81,0.740073849
816.13,0.737240095
816.45,0.735910531
816.77,0.738020863
817.09,0.738716154
817.41,0.741283946
817.73,0.742405418
818.06,0.737658762
818.38,0.744698811
818.7,0.741134117
819.02,0.744303471
819.34,0.745442989
819.66,0.744976312
819.98,0.743699541
820.3,0.746605189
820.62,0.747076681
820.94,0.747034382
821.26,0.753175219
821.57,0.751544327
821.89,0.741150496
822.21,0.744476894
822.53,0.745628502
822.85,0.743798406
823.17,0.743950987
823.49,0.744975093
823.81,0.745206616
824.13,0.750877285
824.45,0.751027161
824.77,0.75059215
825.09,0.751472423
825.41,0.749301678
825.73,0.749591302
826.05,0.751101347
826.36,0.753605186
826.68,0.75444416
827,0.752601068
827.32,0.751201238
827.64,0.753595598
827.96,0.751346401
828.28,0.750626852
828.6,0.748316151
828.92,0.75156059
829.23,0.75507229
829.55,0.759109741
829.87,0.750282809
830.19,0.75409379
830.51,0.755320002
830.83,0.751211156
831.14,0.755039003
831.46,0.751974315
831.78,0.749603215
832.1,0.751334946
832.42,0.760126761
832.74,0.757296263
833.05,0.754460171
833.37,0.756863139
833.69,0.750668151
834.01,0.753540435
834.32,0.757626156
834.64,0.755847236
834.96,0.758007698
835.28,0.758978129
835.6,0.762865158
835.91,0.757436756
836.23,0.75092875
836.55,0.755119516
836.87,0.757407273
837.18,0.760058996
837.5,0.7691141
837.82,0.7589405
838.13,0.75792065
838.45,0.761841851
838.77,0.756508812
839.09,0.761273005
839.4,0.757847175
839.72,0.757806794
840.04,0.761657031
840.35,0.755884491
840.67,0.758839881
840.99,0.758243955
841.3,0.762391553
841.62,0.75908651
841.94,0.760062187
842.25,0.766652809
842.57,0.762066813
842.89,0.756968834
843.2,0.765003182
843.52,0.761378808
843.84,0.758904093
844.15,0.76233531
844.47,0.75850233
844.79,0.755689531
845.1,0.763336899
845.42,0.76193327
845.73,0.766994379
846.05,0.757985162
846.37,0.767689071
846.68,0.759383932
847,0.76502075
847.31,0.759593583
847.63,0.767306124
847.94,0.764102441
848.26,0.761884996
848.58,0.75976176
848.89,0.758806632
849.21,0.769563865
849.52,0.758348997
849.84,0.765246527
850.15,0.759712816
850.47,0.760307516
850.78,0.767107401
851.1,0.763354195
851.41,0.760305506
851.73,0.757091629
852.04,0.757468585
852.36,0.761405929
852.67,0.763664079
852.99,0.763132328
853.3,0.762582239
853.62,0.758125129
853.93,0.760816419
854.25,0.756633205
854.56,0.756688845
854.88,0.761454148
855.19,0.755674324
855.51,0.76088901
855.82,0.761959522
856.14,0.755909886
856.45,0.766152415
856.77,0.762568223
857.08,0.756726175
857.39,0.760103565
857.71,0.76328697
858.02,0.755037937
858.34,0.764943806
858.65,0.756690973
858.96,0.765943707
859.28,0.760994651
859.59,0.763319222
859.91,0.763840539
860.22,0.763639529
860.53,0.761062509
860.85,0.763052506
861.16,0.765771276
861.47,0.755918896
861.79,0.759724817
862.1,0.767142957
862.42,0.760346381
862.73,0.764577296
863.04,0.763402489
863.36,0.756471391
863.67,0.758415241
863.98,0.756345933
864.3,0.760808601
864.61,0.76267589
864.92,0.764039074
865.23,0.769089772
865.55,0.762647426
865.86,0.764060359
866.17,0.752444392
866.49,0.759764803
866.8,0.759123106
867.11,0.760782964
867.42,0.752550011
867.74,0.757999718
868.05,0.761233157
868.36,0.754963756
868.67,0.760800161
868.99,0.754994351
869.3,0.757727023
869.61,0.753173364
869.92,0.75575765
870.24,0.764322469
870.55,0.772021702
870.86,0.757038666
871.17,0.764641505
871.49,0.762680912
871.8,0.757996058
872.11,0.761430308
872.42,0.761304951
872.73,0.760547581
873.04,0.760279544
873.36,0.752400892
873.67,0.763037993
873.98,0.761619425
874.29,0.765483816
874.6,0.769514705
874.91,0.75509887
875.23,0.75860211
875.54,0.756058193
875.85,0.762490588
876.16,0.760628425
876.47,0.765823404
876.78,0.759656249
877.09,0.757148108
877.4,0.757321053
877.72,0.756503652
878.03,0.764350891
878.34,0.76721764
878.65,0.763536826
878.96,0.757296417
879.27,0.754123654
879.58,0.75839095
879.89,0.758027862
880.2,0.754527386
880.51,0.762179644
880.82,0.756659438
881.13,0.753802763
881.45,0.760251756
881.76,0.75630221
882.07,0.753091407
882.38,0.754209936
882.69,0.755948793
883,0.757984674
883.31,0.758599738
883.62,0.765371032
883.93,0.768802827
884.24,0.753704193
884.55,0.754124078
884.86,0.752132489
885.17,0.756971081
885.48,0.761179111
885.79,0.756215643
886.1,0.756772283
886.41,0.764773928
886.72,0.762711367
887.03,0.76330708
887.33,0.760608502
887.64,0.763768878
887.95,0.760371216
888.26,0.761213174
888.57,0.76306189
888.88,0.757848941
889.19,0.767869206
889.5,0.750992434
889.81,0.761646561
890.12,0.759108138
890.43,0.750121515
890.74,0.761042687
891.05,0.765148941
891.35,0.752389797
891.66,0.759811439
891.97,0.768071186
892.28,0.758642148
892.59,0.755752762
892.9,0.753261393
893.21,0.739713323
893.51,0.745922291
893.82,0.74884996
894.13,0.749493416
894.44,0.75258094
894.75,0.751282896
895.06,0.745316673
895.36,0.742855571
895.67,0.734879884
895.98,0.743750311
896.29,0.748386327
896.6,0.729307715
896.91,0.741983272
897.21,0.728825273
897.52,0.739113189
897.83,0.741143863
898.14,0.739084516
898.44,0.739817922
898.75,0.741850398
899.06,0.714421876
899.37,0.724343637
899.68,0.723696939
899.98,0.714905907
900.29,0.731591694
900.6,0.720410096
900.9,0.719864177
901.21,0.735892936
901.52,0.720802811
901.83,0.720483835
902.13,0.736611048
902.44,0.733872654
902.75,0.718744225
903.05,0.728279403
903.36,0.747370189
903.67,0.738296055
903.98,0.737672797
904.28,0.727599778
904.59,0.747144022
904.9,0.740934905
905.2,0.737157685
905.51,0.73353211
905.82,0.735066797
906.12,0.736169956
906.43,0.740688603
906.73,0.743658014
907.04,0.722536437
907.35,0.723369597
907.65,0.709301382
907.96,0.720348996
908.27,0.718202336
908.57,0.714058914
908.88,0.731968055
909.18,0.710154717
909.49,0.709362793
909.8,0.71053078
910.1,0.704524135
910.41,0.734919333
910.71,0.701217967
911.02,0.722271443
911.32,0.721143342
911.63,0.706678971
911.94,0.705700852
912.24,0.705719333
912.55,0.720371092
912.85,0.711877667
913.16,0.700129263
913.46,0.716155512
913.77,0.707432531
914.07,0.72839728
914.38,0.732714986
914.68,0.682197834
914.99,0.70347549
915.29,0.715524237
915.6,0.721315346
915.9,0.692133564
916.21,0.717929265
916.51,0.703192994
916.82,0.722130086
917.12,0.701155028
917.43,0.702730676
917.73,0.692097026
918.03,0.701210546
918.34,0.69603834
918.64,0.728866684
918.95,0.726787592
919.25,0.690329192
919.56,0.712111403
919.86,0.715274104
920.16,0.705430363
920.47,0.703473405
920.77,0.717239862
921.08,0.697547281
921.38,0.703882644
921.68,0.681364367
921.99,0.707159336
922.29,0.704583188
922.6,0.703211816
922.9,0.702868445
923.2,0.698064185
923.51,0.705839978
923.81,0.713770065
924.11,0.700906919
924.42,0.6997709
924.72,0.681994137
925.02,0.686637607
925.33,0.683379244
925.63,0.674895557
925.93,0.666000992
926.24,0.676480716
926.54,0.675662392
926.84,0.687049867
927.15,0.671209105
927.45,0.658248216
927.75,0.667428905
928.05,0.642404175
928.36,0.631233395
928.66,0.620750048
928.96,0.63605149
929.27,0.589774156
929.57,0.572195781
929.87,0.623577096
930.17,0.634180515
930.48,0.625574989
930.78,0.562608309
931.08,0.517541211
931.38,0.51551187
931.68,0.43608424
931.99,0.358275888
932.29,0.304831275
932.59,0.56465728
932.89,0.235658389
933.19,0.026771451
933.5,0.119509316
933.8,-0.307453902
934.1,-1.848676517
934.4,-0.315977841
934.7,-0.032876472
935.01,-0.220002792
935.31,-0.064027976
935.61,0.004796048
935.91,-0.159447783
936.21,0.271760308
936.51,-0.19720648
936.81,0.104583847
937.12,-0.863748773
937.42,-0.088359554
937.72,-0.095203171
938.02,0.000284676
938.32,0.171611503
938.62,0.328852963
938.92,0.449584855
939.22,0.491607756
939.52,0.382356232
939.82,0.473334767
940.13,0.433219639
940.43,0.40950021
940.73,0.341002352
941.03,0.366920048
941.33,0.421997534
941.63,0.488021388
941.93,0.416068833
942.23,0.302091839
942.53,0.1922011
942.83,0.245842473
943.13,0.317356232
943.43,0.200476119
943.73,0.261620301
944.03,0.296575468
944.33,0.213472164
944.63,0.187244809
944.93,0.20089003
945.23,0.253107885
945.53,0.178326578
945.83,0.038334061
946.13,0.083543645
946.43,0.121383204
946.73,-0.086684511
947.03,0.3066893
947.33,0.204666398
947.63,0.190564181
947.93,0.317798708
948.23,0.320481196
948.53,0.20002522
948.83,0.32566813
949.12,0.285726626
949.42,0.219600257
949.72,0.234432767
950.02,0.187117202
950.32,0.201012751
950.62,0.234359334
950.92,0.388344209
951.22,0.387176609
951.52,0.27944576
951.82,0.372455659
952.11,0.094953546
952.41,-0.051192793
952.71,0.228982968
953.01,0.225380063
953.31,0.167201749
953.61,0.26725888
953.91,0.231475439
954.2,0.181420674
954.5,0.209110602
954.8,0.176778328
955.1,0.316814847
955.4,0.130560218
955.69,0.148719851
955.99,0.130754605
956.29,0.242439471
956.59,0.275176798
956.89,0.199922578
957.18,0.304977214
957.48,0.370836043
957.78,0.443821913
958.08,0.356532134
958.37,0.282368291
958.67,0.240203001
958.97,0.137876729
959.27,0.062058265
959.56,0.120960013
959.86,0.19593563
960.16,0.186244824
960.46,0.174252921
960.75,0.311283667
961.05,0.266199537
961.35,0.338295868
961.65,0.210284297
961.94,0.237495969
962.24,0.254816205
962.54,0.428023308
962.83,0.359866891
963.13,0.30441677
963.43,0.307440953
963.72,0.348156819
964.02,0.319813502
964.32,0.33785802
964.61,0.284727248
964.91,0.375393242
965.21,0.312873901
965.5,0.314259071
965.8,0.294080803
966.09,0.304492313
966.39,0.37092867
966.69,0.421354452
966.98,0.434085341
967.28,0.323315206
967.57,0.389943748
967.87,0.412329197
968.17,0.38672958
968.46,0.383886094
968.76,0.417361771
969.05,0.415994173
969.35,0.441122201
969.65,0.399708304
969.94,0.390703406
970.24,0.444063127
970.53,0.428537882
970.83,0.427041688
971.12,0.402672675
971.42,0.417002081
971.71,0.400446793
972.01,0.365600223
972.3,0.457912542
972.6,0.40683707
972.89,0.383252048
973.19,0.31683769
973.48,0.340125811
973.78,0.429909797
974.07,0.384939386
974.37,0.407823452
974.66,0.371536734
974.96,0.35856502
975.25,0.370570025
975.55,0.35098308
975.84,0.446894245
976.14,0.398079995
976.43,0.392056524
976.72,0.358992309
977.02,0.367261114
977.31,0.378143571
977.61,0.420579792
977.9,0.427533119
978.2,0.382248529
978.49,0.486725481
978.78,0.399768686
979.08,0.310013548
979.37,0.391195743
979.67,0.368461805
979.96,0.360897668
980.25,0.409645144
980.55,0.424086022
980.84,0.433289954
981.13,0.372473528
981.43,0.367449129
981.72,0.388300408
982.01,0.36942932
982.31,0.388323859
982.6,0.383562916
982.89,0.428868526
983.19,0.382465112
983.48,0.362170824
983.77,0.378628842
984.07,0.425945999
984.36,0.43343919
984.65,0.353288767
984.95,0.389705049
985.24,0.366800653
985.53,0.424411788
985.82,0.410904811
986.12,0.442665644
986.41,0.479178204
986.7,0.390066217
986.99,0.444738924
987.29,0.430027271
987.58,0.40452622
987.87,0.428619694
988.16,0.461090385
988.46,0.390242191
988.75,0.406225409
989.04,0.393047112
989.33,0.410191557
989.62,0.466564157
989.92,0.432914055
990.21,0.417703443
990.5,0.403616044
990.79,0.363408426
991.08,0.412070265
991.38,0.464307275
991.67,0.451280047
991.96,0.39382273
992.25,0.379598519
992.54,0.41387358
992.83,0.408048685
993.12,0.387612403
993.42,0.505886258
993.71,0.375870414
994,0.455774086
994.29,0.43914757
994.58,0.400829839
994.87,0.391509951
995.16,0.371148174
995.45,0.370060741
995.74,0.380072584
996.04,0.441021198
996.33,0.382934064
996.62,0.331794071
996.91,0.394075657
997.2,0.39729145
997.49,0.408164601
997.78,0.399759266
998.07,0.394994965
998.36,0.404912233
998.65,0.415708208
998.94,0.422145541
999.23,0.491186908
999.52,0.359749085
999.81,0.411312258
1000.1,0.439541566
1000.39,0.300967601
1000.68,0.355233303
1000.97,0.33187824
1001.26,0.350976501
1001.55,0.406534513
1001.84,0.390975034
1002.13,0.388484649
1002.42,0.291344235
1002.71,0.328590976
1003,0.344803644
1003.29,0.344983141
1003.58,0.400162223
1003.87,0.401870586
1004.16,0.312764584
1004.45,0.305522225
1004.74,0.415738794
1005.03,0.374834353
1005.31,0.339684199
1005.6,0.348553373
1005.89,0.407475378
1006.18,0.317093335
1006.47,0.275777691
1006.76,0.283216361
1007.05,0.309120871
1007.34,0.417167491
1007.63,0.32554796
1007.91,0.343895088
1008.2,0.35720248
1008.49,0.36476647
1008.78,0.325871982
1009.07,0.405498562
1009.36,0.125502089
1009.65,0.181494313
1009.93,0.267631221
1010.22,0.22987839
1010.51,0.266942799
1010.8,0.23264018
1011.09,0.270037339
1011.37,0.318765682
1011.66,0.192774064
1011.95,0.260346712
1012.24,0.40143756
1012.53,0.258779554
1012.81,0.247383187
1013.1,0.393194942
1013.39,0.283821046
1013.68,0.208735111
1013.96,0.325103616
1014.25,0.262867281
1014.54,0.146803851
1014.83,0.517354743
1015.11,0.250485287
1015.4,0.064348209
1015.69,0.132818379
1015.98,0.167398442
1016.26,0.11775489
1016.55,0.268582086
1016.84,0.13172253
1017.12,0.294517456
1017.41,0.173742224
1017.7,0.29302547
1017.98,0.193731386
1018.27,0.18707979
1018.56,0.208010577
1018.84,0.154987815
1019.13,0.174894547
1019.42,0.100049117
1019.7,0.091251051
1019.99,-0.106057819
1020.28,0.010890274
1020.56,0.027264477
1020.85,0.095331635
1021.13,-0.045555703
1021.42,-0.081502826
1021.71,0.185153897
1021.99,0.136174766
1022.28,0.177795426
1022.56,0.111904157
1022.85,-0.247228906
1023.14,-0.359541004
1023.42,0.147240672
1023.71,0.033120615
1023.99,-0.474230157
1024.28,0.000332538
