wavelength (nm),reflection
706.15,0.426470998
706.49,0.425151558
706.82,0.424286803
707.16,0.425372045
707.5,0.427254097
707.83,0.425904825
708.17,0.428284092
708.5,0.428160609
708.84,0.427374017
709.17,0.430210056
709.51,0.431069036
709.84,0.43059093
710.18,0.429949554
710.52,0.430102137
710.85,0.429354504
711.19,0.431396258
711.52,0.433300613
711.86,0.432560216
712.19,0.432396512
712.53,0.433919205
712.86,0.43282136
713.2,0.433315856
713.53,0.432838088
713.87,0.433368165
714.2,0.434910552
714.54,0.434825364
714.87,0.434506109
715.21,0.435433699
715.54,0.433996081
715.88,0.435397779
716.21,0.436184992
716.54,0.43457967
716.88,0.433911542
717.21,0.436610098
717.55,0.43465931
717.88,0.436600089
718.22,0.435937655
718.55,0.437503494
718.88,0.435526101
719.22,0.439663677
719.55,0.438195611
719.89,0.437295335
720.22,0.442127542
720.56,0.442636186
720.89,0.441259759
721.22,0.439364984
721.56,0.442508426
721.89,0.441965236
722.22,0.44135619
722.56,0.441702028
722.89,0.439785112
723.23,0.442548244
723.56,0.441208375
723.89,0.442995354
724.23,0.441448391
724.56,0.441619213
724.89,0.443405431
725.23,0.441529805
725.56,0.443037893
725.89,0.444894015
726.23,0.442003786
726.56,0.442514733
726.89,0.4450364
727.23,0.444917022
727.56,0.443875476
727.89,0.445802752
728.23,0.444223076
728.56,0.446844181
728.89,0.447617464
729.22,0.44335945
729.56,0.447001682
729.89,0.446678517
730.22,0.445059703
730.55,0.44653311
730.89,0.44551701
731.22,0.445319622
731.55,0.445385355
731.89,0.447790603
732.22,0.448050714
732.55,0.446915365
732.88,0.447493451
733.21,0.447483809
733.55,0.449469151
733.88,0.448696151
734.21,0.450275756
734.54,0.449582306
734.88,0.449676042
735.21,0.449691548
735.54,0.4486197
735.87,0.447712118
736.2,0.449959389
736.54,0.449447548
736.87,0.450943267
737.2,0.449753374
737.53,0.449735106
737.86,0.448874142
738.19,0.452773019
738.53,0.453699063
738.86,0.453703527
739.19,0.451590464
739.52,0.455219168
739.85,0.453744086
740.18,0.453829544
740.51,0.453733691
740.85,0.453852376
741.18,0.452834607
741.51,0.451561437
741.84,0.454928667
742.17,0.455186903
742.5,0.454325894
742.83,0.45326707
743.16,0.454347242
743.49,0.452330938
743.82,0.455080662
744.16,0.455833396
744.49,0.454950347
744.82,0.455203625
745.15,0.456822187
745.48,0.454742713
745.81,0.456754093
746.14,0.455477965
746.47,0.455516914
746.8,0.456427309
747.13,0.455586124
747.46,0.455079098
747.79,0.459578779
748.12,0.457088273
748.45,0.457001858
748.78,0.457847512
749.11,0.457913253
749.44,0.457036104
749.77,0.458469612
750.1,0.459148906
750.43,0.456529479
750.76,0.458720113
751.09,0.457358637
751.42,0.458988865
751.75,0.459022013
752.08,0.457686666
752.41,0.457610537
752.74,0.458572952
753.07,0.459478718
753.4,0.4565635
753.73,0.460619891
754.06,0.458095673
754.39,0.457683319
754.72,0.459542107
755.05,0.46048533
755.38,0.459671096
755.71,0.457420219
756.03,0.460304759
756.36,0.460163853
756.69,0.460879452
757.02,0.459502514
757.35,0.459792897
757.68,0.461981708
758.01,0.460578714
758.34,0.460977341
758.67,0.46018856
758.99,0.45527533
759.32,0.457252903
759.65,0.452755196
759.98,0.450716283
760.31,0.448083501
760.64,0.453946903
760.97,0.460198662
761.29,0.462021886
761.62,0.462248647
761.95,0.463879165
762.28,0.459866821
762.61,0.457570684
762.94,0.458966571
763.26,0.461480363
763.59,0.46527982
763.92,0.465102162
764.25,0.462070942
764.58,0.466748713
764.9,0.463533374
765.23,0.465510053
765.56,0.467719833
765.89,0.46537381
766.22,0.467004438
766.54,0.468655204
766.87,0.466138552
767.2,0.466989153
767.53,0.464020928
767.85,0.46545537
768.18,0.468573962
768.51,0.465283367
768.84,0.465412138
769.16,0.467170494
769.49,0.465926788
769.82,0.466663038
770.15,0.466850726
770.47,0.466646502
770.8,0.467358162
771.13,0.463931321
771.45,0.466258024
771.78,0.466327854
772.11,0.463433666
772.43,0.465886173
772.76,0.466507767
773.09,0.46555079
773.41,0.46795998
773.74,0.467010622
774.07,0.464414231
774.39,0.467332471
774.72,0.468772671
775.05,0.467465543
775.37,0.469078092
775.7,0.466688511
776.03,0.471642428
776.35,0.467629003
776.68,0.47059403
777.01,0.468134993
777.33,0.467449114
777.66,0.468076008
777.98,0.469255469
778.31,0.469893321
778.64,0.469397925
778.96,0.469391784
779.29,0.470744465
779.61,0.46955667
779.94,0.469610404
780.27,0.467878348
780.59,0.470396864
780.92,0.47109793
781.24,0.470352592
781.57,0.470795033
781.89,0.469749324
782.22,0.468954006
782.54,0.470628295
782.87,0.472335922
783.19,0.472435885
783.52,0.472641743
783.85,0.470108911
784.17,0.473676402
784.5,0.473456926
784.82,0.471575971
785.15,0.47037027
785.47,0.471261456
785.8,0.472379424
786.12,0.472486073
786.45,0.473708224
786.77,0.474003322
787.1,0.471298074
787.42,0.470977935
787.74,0.472494219
788.07,0.47462114
788.39,0.470958291
788.72,0.472178028
789.04,0.472703658
789.37,0.47182484
789.69,0.477485898
790.02,0.472773268
790.34,0.473669207
790.66,0.477175134
790.99,0.473113333
791.31,0.474970774
791.64,0.472807527
791.96,0.474945474
792.29,0.476482187
792.61,0.476919043
792.93,0.474278533
793.26,0.478367836
793.58,0.477897469
793.9,0.479985531
794.23,0.478357122
794.55,0.474798716
794.88,0.47743139
795.2,0.476265627
795.52,0.471926689
795.85,0.473669456
796.17,0.474347254
796.49,0.476115626
796.82,0.476175447
797.14,0.480477973
797.46,0.476462356
797.79,0.476475382
798.11,0.478477187
798.43,0.476487242
798.76,0.479027416
799.08,0.481352338
799.4,0.479061198
799.73,0.477723024
800.05,0.478197554
800.37,0.480492947
800.69,0.477418559
801.02,0.475512776
801.34,0.473382455
801.66,0.476351595
801.98,0.479755583
802.31,0.479972832
802.63,0.477928736
802.95,0.479302129
803.27,0.479696378
803.6,0.478479672
803.92,0.478944922
804.24,0.477907677
804.56,0.477692291
804.89,0.484030849
805.21,0.48194388
805.53,0.479077347
805.85,0.480105464
806.17,0.480102294
806.5,0.479546219
806.82,0.480905664
807.14,0.47978322
807.46,0.479940966
807.78,0.480087363
808.11,0.478687499
808.43,0.483493453
808.75,0.484386278
809.07,0.48034151
809.39,0.483101743
809.71,0.479015898
810.03,0.482955028
810.36,0.482418766
810.68,0.478008009
811,0.48194836
811.32,0.479485083
811.64,0.479448067
811.96,0.479396137
812.28,0.479784811
812.6,0.481462505
812.93,0.477951148
813.25,0.478624045
813.57,0.478185078
813.89,0.477524283
814.21,0.478802682
814.53,0.475411523
814.85,0.477677869
815.17,0.477521507
815.49,0.473472046
815.81,0.480962498
816.13,0.477761931
816.45,0.478730581
816.77,0.479416074
817.09,0.484677859
817.41,0.481368791
817.73,0.480345039
818.06,0.478475805
818.38,0.483631693
818.7,0.487057214
819.02,0.481263677
819.34,0.482482454
819.66,0.482579337
819.98,0.485656838
820.3,0.482955386
820.62,0.484208789
820.94,0.485326
821.26,0.483273849
821.57,0.483462482
821.89,0.480997217
822.21,0.479389842
822.53,0.479601374
822.85,0.479244979
823.17,0.486759975
823.49,0.482045422
823.81,0.487710876
824.13,0.492806171
824.45,0.492078909
824.77,0.491719278
825.09,0.488403306
825.41,0.484867743
825.73,0.483513537
826.05,0.481972917
826.36,0.487005535
826.68,0.480814655
827,0.483806042
827.32,0.478898751
827.64,0.484308399
827.96,0.480906056
828.28,0.490970489
828.6,0.484424428
828.92,0.484873966
829.23,0.483341535
829.55,0.482492817
829.87,0.487748873
830.19,0.486097254
830.51,0.482835287
830.83,0.487418289
831.14,0.482456059
831.46,0.494304558
831.78,0.491265862
832.1,0.484932567
832.42,0.489512051
832.74,0.486987432
833.05,0.489450944
833.37,0.49334953
833.69,0.484084481
834.01,0.488686449
834.32,0.492261348
834.64,0.48731265
834.96,0.487366239
835.28,0.490278882
835.6,0.48899408
835.91,0.489921168
836.23,0.494127958
836.55,0.491715493
836.87,0.49036986
837.18,0.487544842
837.5,0.493710925
837.82,0.490537389
838.13,0.492929908
838.45,0.4943083
838.77,0.487984074
839.09,0.490101111
839.4,0.490982967
839.72,0.494277895
840.04,0.487975408
840.35,0.493490708
840.67,0.497395924
840.99,0.494268463
841.3,0.487278497
841.62,0.486943646
841.94,0.493788563
842.25,0.495297018
842.57,0.494543016
842.89,0.492073625
843.2,0.495622308
843.52,0.493302033
843.84,0.490377336
844.15,0.490059668
844.47,0.494798028
844.79,0.49529886
845.1,0.495083473
845.42,0.492767326
845.73,0.49707697
846.05,0.498820284
846.37,0.4930776
846.68,0.491679928
847,0.493724817
847.31,0.496777881
847.63,0.491293644
847.94,0.498840373
848.26,0.494145172
848.58,0.493429755
848.89,0.486629839
849.21,0.491490778
849.52,0.495213609
849.84,0.491225974
850.15,0.49907198
850.47,0.494712648
850.78,0.49542022
851.1,0.495115418
851.41,0.492645028
851.73,0.495523528
852.04,0.490522002
852.36,0.503213687
852.67,0.496973578
852.99,0.491147668
853.3,0.49005189
853.62,0.489007396
853.93,0.49270411
854.25,0.495289091
854.56,0.49784257
854.88,0.50240526
855.19,0.495356709
855.51,0.495167447
855.82,0.498526523
856.14,0.498432131
856.45,0.495092506
856.77,0.497380881
857.08,0.498054829
857.39,0.494572483
857.71,0.495998219
858.02,0.49827115
858.34,0.496021241
858.65,0.498462026
858.96,0.49739658
859.28,0.503904973
859.59,0.494406294
859.91,0.495777136
860.22,0.491801706
860.53,0.498489516
860.85,0.499173982
861.16,0.49755763
861.47,0.502521509
861.79,0.497173427
862.1,0.503220687
862.42,0.492542425
862.73,0.49771248
863.04,0.502000927
863.36,0.501118693
863.67,0.499904778
863.98,0.498792427
864.3,0.49554197
864.61,0.500148254
864.92,0.502540015
865.23,0.498188004
865.55,0.495190499
865.86,0.499862553
866.17,0.492067129
866.49,0.500282105
866.8,0.497587207
867.11,0.498953061
867.42,0.505228653
867.74,0.498988314
868.05,0.497442279
868.36,0.500671061
868.67,0.498673748
868.99,0.502416288
869.3,0.50313216
869.61,0.500542118
869.92,0.502085992
870.24,0.503134726
870.55,0.497782945
870.86,0.50380206
871.17,0.500527501
871.49,0.503508225
871.8,0.497724813
872.11,0.495214595
872.42,0.50940764
872.73,0.508936224
873.04,0.492920425
873.36,0.504151323
873.67,0.496186481
873.98,0.499826066
874.29,0.501713147
874.6,0.502288084
874.91,0.500816052
875.23,0.497197949
875.54,0.498910782
875.85,0.496381195
876.16,0.495061528
876.47,0.498230278
876.78,0.499703226
877.09,0.505715391
877.4,0.50135582
877.72,0.500820448
878.03,0.500021628
878.34,0.500752996
878.65,0.500394367
878.96,0.50483189
879.27,0.502907985
879.58,0.496888483
879.89,0.49414905
880.2,0.497946367
880.51,0.494452522
880.82,0.50143892
881.13,0.504139399
881.45,0.501230921
881.76,0.515149429
882.07,0.505342041
882.38,0.495125469
882.69,0.501038805
883,0.499701684
883.31,0.504247716
883.62,0.506308053
883.93,0.500941349
884.24,0.500041751
884.55,0.503957714
884.86,0.504246842
885.17,0.50374804
885.48,0.49671975
885.79,0.511039778
886.1,0.504872668
886.41,0.502544869
886.72,0.503020874
887.03,0.50328766
887.33,0.503053674
887.64,0.505006708
887.95,0.507314525
888.26,0.502893385
888.57,0.50053954
888.88,0.502182099
889.19,0.504233871
889.5,0.501113727
889.81,0.505886832
890.12,0.511305254
890.43,0.512312573
890.74,0.508421964
891.05,0.505839827
891.35,0.50245663
891.66,0.507764455
891.97,0.506172164
892.28,0.505834084
892.59,0.504749238
892.9,0.504637422
893.21,0.503462212
893.51,0.510511526
893.82,0.50405243
894.13,0.498629674
894.44,0.495787932
894.75,0.496263303
895.06,0.495098532
895.36,0.487947289
895.67,0.49749084
895.98,0.501519872
896.29,0.489740374
896.6,0.499917251
896.91,0.49707948
897.21,0.500473927
897.52,0.482815069
897.83,0.484785392
898.14,0.486958706
898.44,0.498829681
898.75,0.498933278
899.06,0.476073023
899.37,0.493279637
899.68,0.494071448
899.98,0.493472336
900.29,0.503272134
900.6,0.479897628
900.9,0.483587081
901.21,0.486055812
901.52,0.473175221
901.83,0.478955296
902.13,0.47991182
902.44,0.485514203
902.75,0.493833463
903.05,0.513338624
903.36,0.512203757
903.67,0.497492554
903.98,0.494017509
904.28,0.511826945
904.59,0.50101233
904.9,0.516556378
905.2,0.497569071
905.51,0.505696278
905.82,0.511337308
906.12,0.499258247
906.43,0.501883801
906.73,0.494676992
907.04,0.498098217
907.35,0.4918655
907.65,0.486744273
907.96,0.502405099
908.27,0.49452867
908.57,0.493112976
908.88,0.485378016
909.18,0.509258449
909.49,0.486481372
909.8,0.486072692
910.1,0.487017635
910.41,0.479875168
910.71,0.487756576
911.02,0.487497979
911.32,0.502455042
911.63,0.495897499
911.94,0.492483513
912.24,0.503891737
912.55,0.49579012
912.85,0.492443355
913.16,0.492917706
913.46,0.505419231
913.77,0.485506712
914.07,0.471097162
914.38,0.504911178
914.68,0.48371863
914.99,0.476018353
915.29,0.458079784
915.6,0.463616999
915.9,0.473790871
916.21,0.463005664
916.51,0.492520434
916.82,0.459746264
917.12,0.480766577
917.43,0.47070546
917.73,0.485715074
918.03,0.480197135
918.34,0.496408967
918.64,0.484726094
918.95,0.521839772
919.25,0.490057515
919.56,0.499458874
919.86,0.48140676
920.16,0.496508338
920.47,0.512994887
920.77,0.503568645
921.08,0.499110866
921.38,0.483116145
921.68,0.496347963
921.99,0.483605701
922.29,0.481877827
922.6,0.492893823
922.9,0.482227284
923.2,0.474655603
923.51,0.483924666
923.81,0.48303007
924.11,0.465575157
924.42,0.498082077
924.72,0.479169347
925.02,0.457775856
925.33,0.514044944
925.63,0.488563203
925.93,0.514477805
926.24,0.517324415
926.54,0.498590913
926.84,0.487377797
927.15,0.509076103
927.45,0.510922993
927.75,0.494243078
928.05,0.466646836
928.36,0.49702705
928.66,0.47564667
928.96,0.45100172
929.27,0.448040349
929.57,0.40368322
929.87,0.394555011
930.17,0.467655556
930.48,0.485853849
930.78,0.389375413
931.08,0.320410065
931.38,0.333813268
931.68,0.332210747
931.99,0.240247959
932.29,0.256003223
932.59,0.210972729
932.89,0.165388422
933.19,0.111598303
933.5,0.064779874
933.8,-0.382723112
934.1,0.218122181
934.4,0.111837456
934.7,0.2342611
935.01,-0.052820901
935.31,0.445425361
935.61,0.170621075
935.91,-0.152907502
936.21,0.058139535
936.51,-0.277822419
936.81,-0.094380797
937.12,-0.471713362
937.42,0.091596019
937.72,0.171111111
938.02,-0.106823529
938.32,0.323663712
938.62,0.38880731
938.92,0.348727555
939.22,0.406327787
939.52,0.403655839
939.82,0.393805791
940.13,0.411918087
940.43,0.329305947
940.73,0.301575545
941.03,0.355847101
941.33,0.335609174
941.63,0.387982959
941.93,0.350146628
942.23,0.255217461
942.53,0.270350941
942.83,0.165983607
943.13,0.211412151
943.43,0.311853811
943.73,0.209660297
944.03,0.417385445
944.33,0.1998713
944.63,0.236836332
944.93,0.36425648
945.23,0.149277518
945.53,0.297116925
945.83,0.163421153
946.13,0.241909385
946.43,0.26534296
946.73,0.195207324
947.03,0.207947855
947.33,0.320436125
947.63,0.34871741
947.93,0.290777114
948.23,0.313476127
948.53,0.186343852
948.83,0.305678466
949.12,0.268639053
949.42,0.260016133
949.72,0.26015748
950.02,0.133713425
950.32,0.371153846
950.62,0.350338983
950.92,0.22584
951.22,0.247273319
951.52,0.267068273
951.82,0.149422463
952.11,0.245173235
952.41,0.226497595
952.71,0.3875
953.01,0.253524229
953.31,0.294776119
953.61,0.467133217
953.91,0.20161987
954.2,0.327474972
954.5,0.351145833
954.8,0.328068592
955.1,0.288866397
955.4,0.261307076
955.69,0.109121682
955.99,0.327361564
956.29,0.391429179
956.59,0.350249207
956.89,0.237341153
957.18,0.32349621
957.48,0.337317283
957.78,0.368657675
958.08,0.275326797
958.37,0.246447028
958.67,0.31507799
958.97,0.35783442
959.27,0.258108476
959.56,0.105708704
959.86,0.532668431
960.16,0.418609626
960.46,0.506483744
960.75,0.342568298
961.05,0.312652439
961.35,0.445854063
961.65,0.368897706
961.94,0.264087019
962.24,0.254777655
962.54,0.233483251
962.83,0.30291517
963.13,0.368961836
963.43,0.325922932
963.72,0.40977594
964.02,0.34682959
964.32,0.354768887
964.61,0.406527111
964.91,0.413263944
965.21,0.41330148
965.5,0.312372674
965.8,0.371395881
966.09,0.387047924
966.39,0.409891708
966.69,0.343494617
966.98,0.35694398
967.28,0.371767921
967.57,0.394464747
967.87,0.344817073
968.17,0.409701227
968.46,0.419277929
968.76,0.406764022
969.05,0.406675333
969.35,0.524094356
969.65,0.465153637
969.94,0.4003003
970.24,0.383528011
970.53,0.391003587
970.83,0.427025424
971.12,0.431351311
971.42,0.379776952
971.71,0.407780302
972.01,0.439982523
972.3,0.409713764
972.6,0.474471445
972.89,0.402668416
973.19,0.417493058
973.48,0.406027687
973.78,0.447428759
974.07,0.453538395
974.37,0.453453626
974.66,0.402729997
974.96,0.423890063
975.25,0.407109963
975.55,0.411306149
975.84,0.444157187
976.14,0.362858926
976.43,0.414930751
976.72,0.450291729
977.02,0.42295082
977.31,0.414349601
977.61,0.380277868
977.9,0.403768922
978.2,0.433387999
978.49,0.346726484
978.78,0.434473088
979.08,0.373264079
979.37,0.353270838
979.67,0.513907507
979.96,0.388020833
980.25,0.409530671
980.55,0.38118327
980.84,0.407381476
981.13,0.353190189
981.43,0.361746777
981.72,0.385819521
982.01,0.362262196
982.31,0.379949288
982.6,0.461405822
982.89,0.560302074
983.19,0.421038075
983.48,0.436596062
983.77,0.409945839
984.07,0.459667574
984.36,0.44966443
984.65,0.409698215
984.95,0.408171321
985.24,0.441339513
985.53,0.429316134
985.82,0.473169368
986.12,0.47515665
986.41,0.409593923
986.7,0.398097826
986.99,0.42005663
987.29,0.459572103
987.58,0.418313387
987.87,0.493082131
988.16,0.443865637
988.46,0.433920076
988.75,0.470222264
989.04,0.478955453
989.33,0.508532038
989.62,0.43665386
989.92,0.381913569
990.21,0.432336467
990.5,0.376548852
990.79,0.414938556
991.08,0.493347885
991.38,0.376902938
991.67,0.41156698
991.96,0.418280008
992.25,0.380786365
992.54,0.395408955
992.83,0.414397309
993.12,0.374902355
993.42,0.480710446
993.71,0.379134341
994,0.428456349
994.29,0.487380241
994.58,0.435787406
994.87,0.44187756
995.16,0.492749245
995.45,0.429611358
995.74,0.413109295
996.04,0.423506683
996.33,0.459647957
996.62,0.363647157
996.91,0.607142857
997.2,0.403670811
997.49,0.364623828
997.78,0.393401352
998.07,0.367684925
998.36,0.378009995
998.65,0.415002244
998.94,0.401853163
999.23,0.371022661
999.52,0.303501016
999.81,0.366317001
1000.1,0.511135857
1000.39,0.334146937
1000.68,0.420691906
1000.97,0.3977613
1001.26,0.397673031
1001.55,0.339349193
1001.84,0.325149213
1002.13,0.453969909
1002.42,0.385564466
1002.71,0.398132296
1003,0.449182603
1003.29,0.336042513
1003.58,0.271655144
1003.87,0.404229423
1004.16,0.351664985
1004.45,0.351364388
1004.74,0.476294922
1005.03,0.382871744
1005.31,0.299210615
1005.6,0.341003429
1005.89,0.258447044
1006.18,0.391126886
1006.47,0.329764801
1006.76,0.311294079
1007.05,0.349094376
1007.34,0.290191252
1007.63,0.292492274
1007.91,0.349392871
1008.2,0.558517806
1008.49,0.486234458
1008.78,0.265457238
1009.07,0.417134539
1009.36,0.243902439
1009.65,0.2480939
1009.93,0.299245994
1010.22,0.376913399
1010.51,0.380333105
1010.8,0.277788925
1011.09,0.327786088
1011.37,0.274169877
1011.66,0.475208526
1011.95,0.31322314
1012.24,0.38075361
1012.53,0.4659559
1012.81,0.400735294
1013.1,0.429411765
1013.39,0.311366268
1013.68,0.285636413
1013.96,0.253854167
1014.25,0.343335931
1014.54,0.287048765
1014.83,0.340647021
1015.11,0.24822974
1015.4,0.464698937
1015.69,0.312735405
1015.98,0.281503213
1016.26,0.125505591
1016.55,0.281862007
1016.84,0.370444392
1017.12,0.178995877
1017.41,0.216410592
1017.7,0.17811647
1017.98,0.219783715
1018.27,0.260315186
1018.56,0.022917312
1018.84,0.249340369
1019.13,0.227620333
1019.42,0.335919056
1019.7,0.34372093
1019.99,0.16782444
1020.28,0.055950014
1020.56,0.365744681
1020.85,0.284899725
1021.13,0.129450398
1021.42,0.286741214
1021.71,-0.081203408
1021.99,0.44162575
1022.28,0.12296748
1022.56,0.257687577
1022.85,0.045955002
1023.14,0.271709324
1023.42,-0.117337345
1023.71,-0.001106195
1023.99,0.097304865
1024.28,0.264059754
